chr,start,mappability,gc_content,end,HM_RS7_G1_1
chr2,14130000,1,0.6343,14140000,2384
chr2,14140000,1,0.6755,14150000,1962
chr2,14150000,0.989436,0.6604,14160000,2092
chr2,14160000,0.938874,0.6623,14170000,2471
chr2,14170000,0.9944,0.6547,14180000,2280
chr2,14180000,0.968331,0.7035,14190000,1980
chr2,14190000,0.991933,0.6831,14200000,2221
chr2,14200000,0.985083,0.7412,14210000,1810
chr2,14210000,0.969601,0.6245,14220000,2291
chr2,14220000,0.921714,0.7251,14230000,1876
chr2,14230000,1,0.6727,14240000,2212
chr2,14240000,1,0.6284,14250000,3001
chr2,14250000,0.86075,0.6281,14260000,3735
chr2,14260000,1,0.6445,14270000,3446
chr2,14270000,1,0.6658,14280000,3430
chr2,14280000,0.959579,0.6749,14290000,2939
chr2,14290000,0.994298,0.6919,14300000,3009
chr2,14300000,0.97415,0.6612,14310000,3134
chr2,14310000,1,0.6643,14320000,3456
chr2,14320000,0.998517,0.6491,14330000,3550
chr2,14330000,0.964967,0.6571,14340000,3707
chr2,14340000,0.950893,0.6587,14350000,4007
chr2,14350000,1,0.6379,14360000,3742
chr2,14360000,0.99665,0.6722,14370000,3522
chr2,14370000,0.998117,0.6234,14380000,3859
chr2,14380000,0.961498,0.648,14390000,3486
chr2,14390000,1,0.6584,14400000,3609
chr2,14400000,1,0.65,14410000,3562
chr2,14410000,1,0.6098,14420000,3704
chr2,14420000,0.928652,0.645,14430000,3635
chr2,14430000,0.954393,0.6516,14440000,3480
chr2,14440000,0.99665,0.6567,14450000,3276
chr2,14450000,1,0.6578,14460000,3503
chr2,14460000,0.726225,0.5963,14470000,4741
chr2,14470000,0.595425,0.6244,14480000,3574
chr2,14480000,0.958427,0.6115,14490000,3654
chr2,14490000,1,0.6519,14500000,5531
chr2,14500000,0.99855,0.6401,14510000,3824
chr2,14510000,0.883649,0.5857,14520000,3501
chr2,14520000,0.649871,0.5037,14530000,4013
chr2,14530000,0.907333,0.6325,14540000,3413
chr2,14540000,0.802842,0.6134,14550000,2567
chr2,14550000,0.905898,0.6375,14560000,2994
chr2,14560000,0.9903,0.6437,14570000,3623
chr2,14570000,0.9966,0.6259,14580000,3846
chr2,14580000,1,0.6776,14590000,3552
chr2,14590000,0.998078,0.6458,14600000,4079
chr2,14600000,1,0.6471,14610000,3570
chr2,14610000,0.9982,0.6821,14620000,3327
chr2,14620000,0.9153,0.6482,14630000,3454
chr2,14630000,0.91574,0.5071,14640000,4167
chr2,14640000,0.911867,0.6338,14650000,3816
chr2,14650000,0.99385,0.6582,14660000,3698
chr2,14660000,0.934715,0.6376,14670000,3595
chr2,14670000,0.863018,0.6559,14680000,14114
chr2,14680000,0.99725,0.638,14690000,3602
chr2,14690000,0.9969,0.6416,14700000,3795
chr2,14700000,0.9881,0.6756,14710000,3374
chr2,14710000,0.963012,0.6357,14720000,3659
chr2,14720000,0.97811,0.5857,14730000,3739
chr2,14730000,0.921129,0.6098,14740000,4652
chr2,14740000,1,0.6475,14750000,3859
chr2,14750000,0.99435,0.6085,14760000,4135
chr2,14760000,1,0.6343,14770000,3745
chr2,14770000,0.974324,0.6894,14780000,3825
chr2,14780000,0.920455,0.6744,14790000,3381
chr2,14790000,0.980321,0.6892,14800000,3219
chr2,14800000,0.99985,0.6428,14810000,3613
chr2,14810000,1,0.6135,14820000,3948
chr2,14820000,1,0.6146,14830000,6024
chr2,14830000,1,0.6905,14840000,3141
chr2,14840000,0.977817,0.6515,14850000,3745
chr2,14850000,0.9844,0.6541,14860000,3730
chr2,14860000,0.97415,0.6293,14870000,4016
chr2,14870000,1,0.6408,14880000,3792
chr2,14880000,0.926861,0.6398,14890000,3611
chr2,14890000,0.936642,0.6323,14900000,3741
chr2,14900000,1,0.7004,14910000,3384
chr2,14910000,0.960733,0.6701,14920000,3420
chr2,14920000,0.9333,0.6777,14930000,3313
chr2,14930000,1,0.6541,14940000,3510
chr2,14940000,1,0.6623,14950000,3448
chr2,14950000,1,0.6824,14960000,3675
chr2,14960000,1,0.6525,14970000,3806
chr2,14970000,1,0.609,14980000,3904
chr2,14980000,1,0.6935,14990000,3170
chr2,14990000,0.954874,0.6973,15000000,3113
chr2,15000000,0.917059,0.6767,15010000,2960
chr2,15010000,1,0.6721,15020000,3411
chr2,15020000,0.92467,0.6763,15030000,3185
chr2,15030000,1,0.6478,15040000,3738
chr2,15040000,0.767161,0.6299,15050000,3350
chr2,15050000,1,0.6494,15060000,4172
chr2,15060000,1,0.6809,15070000,3464
chr2,15070000,1,0.6819,15080000,3419
chr2,15080000,1,0.6774,15090000,3242
chr2,15090000,0.999533,0.6698,15100000,3297
chr2,15100000,0.827617,0.628,15110000,3376
chr2,15110000,0.961967,0.7082,15120000,2840
chr2,15120000,1,0.6931,15130000,3158
chr2,15130000,0.985833,0.6865,15140000,3104
chr2,15140000,0.9996,0.6425,15150000,3340
chr2,15150000,0.927185,0.551,15160000,4122
chr2,15160000,0.963178,0.5562,15170000,3957
chr2,15170000,1,0.6576,15180000,3637
chr2,15180000,0.976067,0.6905,15190000,3225
chr2,15190000,1,0.616,15200000,3852
chr2,15200000,0.95005,0.6218,15210000,3926
chr2,15210000,0.992618,0.6709,15220000,3428
chr2,15220000,1,0.6703,15230000,3462
chr2,15230000,0.99965,0.6842,15240000,3184
chr2,15240000,0.9986,0.6633,15250000,3723
chr2,15250000,1,0.6579,15260000,3326
chr2,15260000,0.99975,0.6555,15270000,3677
chr2,15270000,1,0.6604,15280000,3614
chr2,15280000,0.986036,0.6496,15290000,3693
chr2,15290000,1,0.6763,15300000,3271
chr2,15300000,0.96065,0.6737,15310000,3499
chr2,15310000,1,0.6311,15320000,4099
chr2,15320000,1,0.6816,15330000,3378
chr2,15330000,1,0.6563,15340000,3618
chr2,15340000,0.99692,0.6524,15350000,3455
chr2,15350000,1,0.7099,15360000,2955
chr2,15360000,1,0.6885,15370000,3194
chr2,15370000,0.962478,0.7118,15380000,2968
chr2,15380000,1,0.6602,15390000,3583
chr2,15390000,0.920555,0.6495,15400000,3384
chr2,15400000,0.886068,0.7189,15410000,2834
chr2,15410000,0.955887,0.645,15420000,5541
chr2,15420000,0.9658,0.6154,15430000,3605
chr2,15430000,1,0.6521,15440000,3602
chr2,15440000,1,0.651,15450000,3720
chr2,15450000,1,0.6242,15460000,3994
chr2,15460000,0.99825,0.6601,15470000,3599
chr2,15470000,1,0.6189,15480000,3615
chr2,15480000,1,0.615,15490000,3938
chr2,15490000,0.999,0.6197,15500000,4050
chr2,15500000,0.9646,0.5867,15510000,4185
chr2,15510000,0.943083,0.5969,15520000,3612
chr2,15520000,0.9949,0.6974,15530000,3310
chr2,15530000,0.852051,0.6434,15540000,3538
chr2,15540000,0.99785,0.6185,15550000,3882
chr2,15550000,0.99915,0.6439,15560000,3420
chr2,15560000,0.99965,0.6879,15570000,3094
chr2,15570000,0.974283,0.6708,15580000,3119
chr2,15580000,0.972962,0.6744,15590000,3134
chr2,15590000,0.991383,0.6682,15600000,3510
chr2,15600000,1,0.6701,15610000,3753
chr2,15610000,1,0.6541,15620000,3926
chr2,15620000,1,0.6146,15630000,3918
chr2,15630000,1,0.6765,15640000,3721
chr2,15640000,1,0.6628,15650000,3493
chr2,15650000,1,0.6331,15660000,3897
chr2,15660000,0.862175,0.6512,15670000,3475
chr2,15670000,0.689642,0.661,15680000,3030
chr2,15680000,0.9956,0.6379,15690000,3723
chr2,15690000,1,0.6263,15700000,3845
chr2,15700000,0.971693,0.6623,15710000,3387
chr2,15710000,1,0.664,15720000,3638
chr2,15720000,1,0.6585,15730000,4024
chr2,15730000,0.9972,0.6316,15740000,4092
chr2,15740000,0.95935,0.6212,15750000,3882
chr2,15750000,0.963056,0.6609,15760000,3623
chr2,15760000,0.996527,0.6726,15770000,3763
chr2,15770000,1,0.677,15780000,3614
chr2,15780000,1,0.6376,15790000,3650
chr2,15790000,0.81946,0.6364,15800000,3827
chr2,15800000,0.981083,0.5132,15810000,4257
chr2,15810000,0.9901,0.6496,15820000,3750
chr2,15820000,0.9997,0.6566,15830000,3560
chr2,15830000,1,0.6605,15840000,3611
chr2,15840000,1,0.6332,15850000,4054
chr2,15850000,1,0.6418,15860000,3814
chr2,15860000,0.994253,0.6172,15870000,3810
chr2,15870000,0.9985,0.673,15880000,3520
chr2,15880000,0.855117,0.6497,15890000,3700
chr2,15890000,1,0.6611,15900000,3535
chr2,15900000,1,0.6068,15910000,4101
chr2,15910000,0.996284,0.6859,15920000,3322
chr2,15920000,0.99795,0.7064,15930000,3197
chr2,15930000,0.9922,0.6451,15940000,3600
chr2,15940000,0.99245,0.7011,15950000,3280
chr2,15950000,0.930375,0.6599,15960000,3029
chr2,15960000,0.777708,0.6571,15970000,2555
chr2,15970000,1,0.6471,15980000,3608
chr2,15980000,0.9959,0.674,15990000,3135
chr2,15990000,0.963396,0.683,16000000,3025
chr2,16000000,1,0.6414,16010000,3538
chr2,16010000,0.9834,0.6267,16020000,3697
chr2,16020000,0.668717,0.6097,16030000,3251
chr2,16030000,0.978314,0.6997,16040000,3045
chr2,16040000,1,0.6755,16050000,3490
chr2,16050000,0.99895,0.6748,16060000,2986
chr2,16060000,0.996,0.6379,16070000,3665
chr2,16070000,0.995332,0.6303,16080000,3704
chr2,16080000,1,0.6952,16090000,3248
chr2,16090000,1,0.6364,16100000,3712
chr2,16100000,0.995083,0.6759,16110000,3319
chr2,16110000,1,0.6857,16120000,3364
chr2,16120000,1,0.6698,16130000,6079
chr2,16130000,1,0.667,16140000,3445
chr2,16140000,0.96335,0.6513,16150000,3708
chr2,16150000,0.868618,0.6066,16160000,3719
chr2,16160000,0.793526,0.6357,16170000,2931
chr2,16170000,1,0.6275,16180000,3135
chr2,16180000,0.961371,0.6364,16190000,3036
chr2,16190000,0.980467,0.6361,16200000,3870
chr2,16200000,1,0.6199,16210000,4123
chr2,16210000,0.989212,0.6375,16220000,3801
chr2,16220000,0.9954,0.6907,16230000,3407
chr2,16230000,0.9998,0.658,16240000,3599
chr2,16240000,0.9914,0.6476,16250000,5138
chr2,16250000,1,0.6859,16260000,3271
chr2,16260000,1,0.6606,16270000,3537
chr2,16270000,1,0.6756,16280000,3337
chr2,16280000,0.997783,0.6555,16290000,3365
chr2,16290000,1,0.6754,16300000,3100
chr2,16300000,0.93141,0.6546,16310000,3010
chr2,16310000,1,0.6162,16320000,3788
chr2,16320000,0.967834,0.6564,16330000,3349
chr2,16330000,0.979654,0.6658,16340000,3333
chr2,16340000,1,0.6648,16350000,3347
chr2,16350000,0.9974,0.6999,16360000,3325
chr2,16360000,0.99955,0.6462,16370000,3825
chr2,16370000,1,0.6078,16380000,4184
chr2,16380000,1,0.6316,16390000,3879
chr2,16390000,1,0.6658,16400000,3567
chr2,16400000,0.990575,0.619,16410000,4013
chr2,16410000,0.994825,0.6727,16420000,3504
chr2,16420000,1,0.6761,16430000,3302
chr2,16430000,1,0.6278,16440000,3766
chr2,16440000,0.971392,0.6003,16450000,4018
chr2,16450000,0.931767,0.6233,16460000,4050
chr2,16460000,1,0.5932,16470000,4404
chr2,16470000,1,0.6517,16480000,3889
chr2,16480000,0.982244,0.6692,16490000,5133
chr2,16490000,1,0.6608,16500000,4006
chr2,16500000,1,0.6361,16510000,3646
chr2,16510000,1,0.6368,16520000,3712
chr2,16520000,1,0.6629,16530000,3494
chr2,16530000,0.994953,0.6546,16540000,3500
chr2,16540000,0.97995,0.7143,16550000,3005
chr2,16550000,1,0.6568,16560000,3638
chr2,16560000,1,0.6478,16570000,3353
chr2,16570000,0.994844,0.6739,16580000,2970
chr2,16580000,0.9501,0.6717,16590000,2918
chr2,16590000,1,0.6488,16600000,3370
chr2,16600000,0.99705,0.6757,16610000,3144
chr2,16610000,0.995477,0.6604,16620000,3419
chr2,16620000,1,0.6864,16630000,3342
chr2,16630000,0.9934,0.6693,16640000,3244
chr2,16640000,1,0.6704,16650000,3698
chr2,16650000,0.99925,0.6781,16660000,3638
chr2,16660000,1,0.6,16670000,4051
chr2,16670000,1,0.647,16680000,3754
chr2,16680000,0.933,0.6746,16690000,3296
chr2,16690000,1,0.5956,16700000,4338
chr2,16700000,0.905562,0.6409,16710000,3747
chr2,16710000,0.99965,0.6114,16720000,4323
chr2,16720000,0.997717,0.6075,16730000,4093
chr2,16730000,1,0.6121,16740000,4205
chr2,16740000,1,0.6185,16750000,4031
chr2,16750000,1,0.6101,16760000,4031
chr2,16760000,1,0.6409,16770000,4032
chr2,16770000,1,0.6252,16780000,3877
chr2,16780000,1,0.6579,16790000,3572
chr2,16790000,1,0.6475,16800000,7670
chr2,16800000,0.995,0.6389,16810000,3904
chr2,16810000,0.980282,0.6177,16820000,4246
chr2,16820000,0.9565,0.6217,16830000,4080
chr2,16830000,0.800422,0.6148,16840000,4074
chr2,16840000,0.953187,0.6309,16850000,4189
chr2,16850000,1,0.5892,16860000,4235
chr2,16860000,1,0.6258,16870000,3999
chr2,16870000,0.9988,0.6233,16880000,4041
chr2,16880000,1,0.6157,16890000,3635
chr2,16890000,0.95957,0.6953,16900000,3282
chr2,16900000,0.934479,0.7126,16910000,2772
chr2,16910000,1,0.6317,16920000,3724
chr2,16920000,1,0.6729,16930000,3445
chr2,16930000,1,0.6258,16940000,3955
chr2,16940000,0.97985,0.6439,16950000,3675
chr2,16950000,1,0.633,16960000,3957
chr2,16960000,0.99495,0.609,16970000,4010
chr2,16970000,1,0.6306,16980000,3966
chr2,16980000,0.9948,0.6085,16990000,4210
chr2,16990000,0.99836,0.6536,17000000,3683
chr2,17000000,0.991233,0.6735,17010000,3239
chr2,17010000,0.98927,0.7127,17020000,3077
chr2,17020000,0.999,0.7118,17030000,2724
chr2,17030000,1,0.6596,17040000,3201
chr2,17040000,0.944862,0.6491,17050000,3526
chr2,17050000,0.993138,0.6936,17060000,3054
chr2,17060000,0.996265,0.6563,17070000,3549
chr2,17070000,1,0.6788,17080000,3423
chr2,17080000,1,0.6146,17090000,3912
chr2,17090000,0.993287,0.6145,17100000,4046
chr2,17100000,0.974732,0.657,17110000,3701
chr2,17110000,0.989311,0.632,17120000,5451
chr2,17120000,0.98951,0.6557,17130000,3446
chr2,17130000,1,0.6352,17140000,3397
chr2,17140000,0.99985,0.6726,17150000,3365
chr2,17150000,1,0.639,17160000,3742
chr2,17160000,0.945875,0.6425,17170000,3606
chr2,17170000,0.96325,0.6428,17180000,3545
chr2,17180000,0.933675,0.7121,17190000,2862
chr2,17190000,1,0.6668,17200000,3355
chr2,17200000,0.99115,0.6707,17210000,3480
chr2,17210000,0.967933,0.6108,17220000,3885
chr2,17220000,0.987269,0.6097,17230000,3596
chr2,17230000,0.982314,0.6288,17240000,2979
chr2,17240000,1,0.646,17250000,3379
chr2,17250000,1,0.6168,17260000,4046
chr2,17260000,0.971067,0.6314,17270000,3972
chr2,17270000,1,0.5825,17280000,3515
chr2,17280000,0.9987,0.65,17290000,3910
chr2,17290000,1,0.6478,17300000,3774
chr2,17300000,0.99935,0.6441,17310000,3826
chr2,17310000,0.971517,0.6238,17320000,3855
chr2,17320000,1,0.6678,17330000,3453
chr2,17330000,0.994083,0.6811,17340000,3441
chr2,17340000,1,0.6527,17350000,3567
chr2,17350000,1,0.6482,17360000,3967
chr2,17360000,1,0.6342,17370000,3471
chr2,17370000,1,0.6338,17380000,3836
chr2,17380000,1,0.6447,17390000,4010
chr2,17390000,1,0.6107,17400000,4147
chr2,17400000,1,0.6551,17410000,3657
chr2,17410000,1,0.6208,17420000,4000
chr2,17420000,1,0.6305,17430000,3769
chr2,17430000,1,0.6282,17440000,3859
chr2,17440000,0.956902,0.6544,17450000,3412
chr2,17450000,0.992767,0.6395,17460000,3913
chr2,17460000,1,0.6021,17470000,4054
chr2,17470000,1,0.6383,17480000,3970
chr2,17480000,1,0.6306,17490000,3952
chr2,17490000,0.963383,0.5911,17500000,3768
chr2,17500000,0.952833,0.6316,17510000,3897
chr2,17510000,0.9946,0.6209,17520000,3907
chr2,17520000,0.9996,0.663,17530000,3581
chr2,17530000,0.97431,0.6109,17540000,4101
chr2,17540000,1,0.5883,17550000,3813
chr2,17550000,1,0.6117,17560000,8277
chr2,17560000,1,0.6022,17570000,5471
chr2,17570000,0.99675,0.6496,17580000,3812
chr2,17580000,1,0.6044,17590000,4057
chr2,17590000,1,0.6477,17600000,3904
chr2,17600000,1,0.6094,17610000,3769
chr2,17610000,0.757985,0.6466,17620000,3098
chr2,17620000,1,0.6102,17630000,4124
chr2,17630000,1,0.6266,17640000,3835
chr2,17640000,0.99985,0.6533,17650000,3525
chr2,17650000,1,0.6364,17660000,3982
chr2,17660000,0.855492,0.6266,17670000,3825
chr2,17670000,1,0.6357,17680000,3787
chr2,17680000,1,0.6464,17690000,3694
chr2,17690000,0.973567,0.6397,17700000,3737
chr2,17700000,0.933399,0.6479,17710000,3484
chr2,17710000,1,0.646,17720000,3525
chr2,17720000,0.9982,0.65,17730000,3735
chr2,17730000,1,0.6331,17740000,3537
chr2,17740000,1,0.6666,17750000,3169
chr2,17750000,0.919371,0.7168,17760000,2737
chr2,17760000,0.996067,0.6624,17770000,3333
chr2,17770000,1,0.6654,17780000,3291
chr2,17780000,0.997665,0.6556,17790000,3442
chr2,17790000,1,0.6121,17800000,3988
chr2,17800000,0.991285,0.67,17810000,3482
chr2,17810000,1,0.6811,17820000,3337
chr2,17820000,0.949625,0.6287,17830000,4107
chr2,17830000,1,0.6054,17840000,4166
chr2,17840000,1,0.6195,17850000,4085
chr2,17850000,1,0.6662,17860000,3582
chr2,17860000,1,0.6401,17870000,3579
chr2,17870000,0.9876,0.6619,17880000,3395
chr2,17880000,1,0.6571,17890000,3797
chr2,17890000,1,0.6278,17900000,3913
chr2,17900000,1,0.6338,17910000,4060
chr2,17910000,1,0.5919,17920000,4317
chr2,17920000,0.99825,0.634,17930000,3783
chr2,17930000,1,0.6206,17940000,3691
chr2,17940000,1,0.6329,17950000,3785
chr2,17950000,1,0.6174,17960000,3927
chr2,17960000,0.969623,0.6694,17970000,3297
chr2,17970000,0.985297,0.6311,17980000,3745
chr2,17980000,0.925087,0.6529,17990000,3596
chr2,17990000,1,0.6229,18000000,3826
chr2,18000000,0.946091,0.643,18010000,3406
chr2,18010000,0.9976,0.6097,18020000,3961
chr2,18020000,0.9744,0.6568,18030000,3916
chr2,18030000,1,0.6428,18040000,6276
chr2,18040000,1,0.6198,18050000,4055
chr2,18050000,0.9901,0.6276,18060000,4001
chr2,18060000,0.9995,0.5942,18070000,4250
chr2,18070000,1,0.6266,18080000,3758
chr2,18080000,1,0.6327,18090000,4057
chr2,18090000,1,0.5985,18100000,4304
chr2,18100000,1,0.5963,18110000,4084
chr2,18110000,0.99635,0.622,18120000,4097
chr2,18120000,1,0.6252,18130000,3891
chr2,18130000,1,0.5922,18140000,4224
chr2,18140000,0.960692,0.6183,18150000,3708
chr2,18150000,0.711312,0.6651,18160000,2920
chr2,18160000,1,0.7047,18170000,2941
chr2,18170000,0.99523,0.6845,18180000,3345
chr2,18180000,1,0.6213,18190000,3828
chr2,18190000,1,0.6959,18200000,3018
chr2,18200000,0.969283,0.6792,18210000,3288
chr2,18210000,0.781894,0.6273,18220000,3813
chr2,18220000,0.992997,0.6073,18230000,3877
chr2,18230000,0.94485,0.6195,18240000,3867
chr2,18240000,0.9971,0.6361,18250000,3642
chr2,18250000,1,0.6916,18260000,3232
chr2,18260000,0.936561,0.7076,18270000,2987
chr2,18270000,0.981256,0.6519,18280000,3485
chr2,18280000,1,0.6599,18290000,3591
chr2,18290000,0.991858,0.6083,18300000,3741
chr2,18300000,1,0.6252,18310000,3957
chr2,18310000,1,0.6079,18320000,4060
chr2,18320000,0.963167,0.6049,18330000,3957
chr2,18330000,0.88715,0.6065,18340000,3903
chr2,18340000,1,0.6109,18350000,3871
chr2,18350000,1,0.6345,18360000,4078
chr2,18360000,1,0.6094,18370000,3928
chr2,18370000,1,0.6451,18380000,3772
chr2,18380000,1,0.6298,18390000,3947
chr2,18390000,1,0.6317,18400000,3923
chr2,18400000,1,0.5975,18410000,3861
chr2,18410000,0.9996,0.6775,18420000,3539
chr2,18420000,0.972675,0.618,18430000,3927
chr2,18430000,0.902287,0.6263,18440000,3522
chr2,18440000,0.990467,0.6338,18450000,4083
chr2,18450000,1,0.6019,18460000,3940
chr2,18460000,1,0.6234,18470000,4073
chr2,18470000,1,0.6189,18480000,4191
chr2,18480000,1,0.6277,18490000,3920
chr2,18490000,1,0.6527,18500000,3734
chr2,18500000,1,0.643,18510000,3746
chr2,18510000,0.936997,0.6241,18520000,4161
chr2,18520000,1,0.6264,18530000,3996
chr2,18530000,0.99965,0.627,18540000,3893
chr2,18540000,1,0.6423,18550000,3574
chr2,18550000,1,0.6876,18560000,3325
chr2,18560000,1,0.658,18570000,3417
chr2,18570000,1,0.6455,18580000,3722
chr2,18580000,0.994867,0.6372,18590000,6466
chr2,18590000,0.99975,0.6584,18600000,3030
chr2,18600000,1,0.6478,18610000,3579
chr2,18610000,0.904093,0.6087,18620000,3810
chr2,18620000,1,0.6608,18630000,3502
chr2,18630000,1,0.666,18640000,3450
chr2,18640000,0.9964,0.6739,18650000,3237
chr2,18650000,1,0.6924,18660000,3152
chr2,18660000,0.748246,0.6085,18670000,3266
chr2,18670000,0.9886,0.6567,18680000,3521
chr2,18680000,0.993722,0.6741,18690000,3314
chr2,18690000,0.9955,0.6751,18700000,3202
chr2,18700000,0.950608,0.6211,18710000,3921
chr2,18710000,1,0.6173,18720000,3949
chr2,18720000,1,0.6349,18730000,3872
chr2,18730000,1,0.6415,18740000,3825
chr2,18740000,1,0.6433,18750000,3772
chr2,18750000,0.986,0.655,18760000,3702
chr2,18760000,0.968781,0.672,18770000,3440
chr2,18770000,1,0.641,18780000,4086
chr2,18780000,1,0.6311,18790000,3806
chr2,18790000,0.999467,0.6481,18800000,3794
chr2,18800000,1,0.663,18810000,3780
chr2,18810000,0.9964,0.634,18820000,3619
chr2,18820000,0.942811,0.6752,18830000,3005
chr2,18830000,1,0.6824,18840000,3233
chr2,18840000,0.9889,0.6553,18850000,3321
chr2,18850000,1,0.6435,18860000,3689
chr2,18860000,1,0.6281,18870000,3976
chr2,18870000,0.9975,0.634,18880000,3963
chr2,18880000,1,0.6168,18890000,4095
chr2,18890000,0.992608,0.6682,18900000,3629
chr2,18900000,1,0.6642,18910000,3521
chr2,18910000,0.99655,0.6494,18920000,3540
chr2,18920000,1,0.6477,18930000,3738
chr2,18930000,1,0.6355,18940000,3995
chr2,18940000,0.999,0.6506,18950000,3701
chr2,18950000,1,0.6401,18960000,3827
chr2,18960000,1,0.6283,18970000,3911
chr2,18970000,1,0.6214,18980000,3846
chr2,18980000,0.9989,0.6517,18990000,3516
chr2,18990000,1,0.645,19000000,3635
chr2,19000000,1,0.6436,19010000,3721
chr2,19010000,1,0.6276,19020000,3763
chr2,19020000,0.995333,0.6592,19030000,3489
chr2,19030000,0.99955,0.6282,19040000,3633
chr2,19040000,1,0.6284,19050000,3869
chr2,19050000,0.993767,0.6546,19060000,4023
chr2,19060000,1,0.6395,19070000,3763
chr2,19070000,1,0.6617,19080000,3412
chr2,19080000,0.978315,0.63,19090000,3690
chr2,19090000,1,0.6307,19100000,3753
chr2,19100000,1,0.6424,19110000,3269
chr2,19110000,0.9998,0.6942,19120000,3286
chr2,19120000,1,0.6596,19130000,3465
chr2,19130000,0.98375,0.6743,19140000,3466
chr2,19140000,1,0.6259,19150000,4266
chr2,19150000,0.9435,0.6339,19160000,3894
chr2,19160000,0.9914,0.6087,19170000,4057
chr2,19170000,0.995775,0.6698,19180000,3691
chr2,19180000,1,0.6084,19190000,3872
chr2,19190000,0.9908,0.6494,19200000,4085
chr2,19200000,0.960787,0.6972,19210000,2915
chr2,19210000,1,0.6194,19220000,3152
chr2,19220000,1,0.6474,19230000,3104
chr2,19230000,0.718922,0.6453,19240000,3176
chr2,19240000,0.625203,0.6638,19250000,2935
chr2,19250000,1,0.6861,19260000,3129
chr2,19260000,1,0.6775,19270000,3042
chr2,19270000,1,0.6818,19280000,3328
chr2,19280000,0.99525,0.6282,19290000,3640
chr2,19290000,0.989067,0.6709,19300000,3405
chr2,19300000,0.981658,0.6072,19310000,3730
chr2,19310000,0.960617,0.6624,19320000,3155
chr2,19320000,0.928941,0.699,19330000,2792
chr2,19330000,0.985767,0.6381,19340000,3063
chr2,19340000,1,0.6723,19350000,3464
chr2,19350000,1,0.6488,19360000,3870
chr2,19360000,1,0.6035,19370000,4101
chr2,19370000,0.994724,0.6374,19380000,3732
chr2,19380000,0.980037,0.6672,19390000,3586
chr2,19390000,0.993011,0.6927,19400000,3185
chr2,19400000,1,0.611,19410000,3556
chr2,19410000,0.983639,0.6484,19420000,3879
chr2,19420000,1,0.6247,19430000,3764
chr2,19430000,1,0.637,19440000,3894
chr2,19440000,1,0.5904,19450000,3870
chr2,19450000,1,0.6263,19460000,3694
chr2,19460000,0.934763,0.6665,19470000,3515
chr2,19470000,1,0.6257,19480000,3792
chr2,19480000,0.9641,0.6289,19490000,3785
chr2,19490000,1,0.6172,19500000,3796
chr2,19500000,1,0.5992,19510000,3764
chr2,19510000,0.832442,0.6759,19520000,3138
chr2,19520000,1,0.6288,19530000,3923
chr2,19530000,1,0.6268,19540000,3946
chr2,19540000,1,0.6055,19550000,4345
chr2,19550000,0.8779,0.583,19560000,3996
chr2,19560000,1,0.61,19570000,3240
chr2,19570000,1,0.6122,19580000,3884
chr2,19580000,1,0.6241,19590000,3766
chr2,19590000,0.900467,0.6675,19600000,3323
chr2,19600000,0.99115,0.6266,19610000,3722
chr2,19610000,0.987738,0.6463,19620000,3887
chr2,19620000,1,0.6119,19630000,4029
chr2,19630000,0.9938,0.668,19640000,3599
chr2,19640000,1,0.616,19650000,3775
chr2,19650000,0.99845,0.6695,19660000,4165
chr2,19660000,1,0.6339,19670000,3762
chr2,19670000,1,0.6549,19680000,3697
chr2,19680000,1,0.6911,19690000,3404
chr2,19690000,0.992468,0.6318,19700000,3509
chr2,19700000,1,0.6392,19710000,3767
chr2,19710000,0.9935,0.6696,19720000,3492
chr2,19720000,0.967351,0.6423,19730000,3475
chr2,19730000,0.853854,0.6232,19740000,3829
chr2,19740000,0.997933,0.6179,19750000,3702
chr2,19750000,1,0.6441,19760000,3706
chr2,19760000,1,0.6345,19770000,6734
chr2,19770000,1,0.6326,19780000,3352
chr2,19780000,1,0.6811,19790000,3011
chr2,19790000,0.966382,0.6735,19800000,3405
chr2,19800000,1,0.6348,19810000,3709
chr2,19810000,0.982786,0.6747,19820000,3154
chr2,19820000,0.978415,0.6713,19830000,6430
chr2,19830000,1,0.6766,19840000,3379
chr2,19840000,1,0.6428,19850000,3675
chr2,19850000,0.99385,0.6804,19860000,3425
chr2,19860000,0.996698,0.6486,19870000,3271
chr2,19870000,0.999,0.6978,19880000,5015
chr2,19880000,0.982667,0.6991,19890000,3001
chr2,19890000,0.9984,0.7102,19900000,2835
chr2,19900000,1,0.7219,19910000,2812
chr2,19910000,0.9996,0.6451,19920000,3466
chr2,19920000,0.992917,0.6561,19930000,3594
chr2,19930000,1,0.6392,19940000,3803
chr2,19940000,1,0.6712,19950000,3295
chr2,19950000,0.9991,0.6334,19960000,4878
chr2,19960000,0.974117,0.6825,19970000,3214
chr2,19970000,1,0.6426,19980000,3489
chr2,19980000,0.981057,0.6959,19990000,3276
chr2,19990000,1,0.6161,20000000,3868
chr2,20000000,1,0.6465,20010000,3779
chr2,20010000,1,0.641,20020000,3645
chr2,20020000,1,0.6446,20030000,3669
chr2,20030000,1,0.6493,20040000,3687
chr2,20040000,1,0.6562,20050000,3511
chr2,20050000,0.9981,0.6838,20060000,3197
chr2,20060000,1,0.6646,20070000,3206
chr2,20070000,0.99076,0.6736,20080000,3084
