chr,start,mappability,gc_content,end,sample_H
Group 1,361500000,0.919671,0.52535,361800000,21120
Group 1,361800000,0.909555,0.532637,362100000,20710
Group 1,362100000,0.878465,0.544747,362400000,22311
Group 1,362400000,0.932192,0.55176,362700000,20349
Group 1,362700000,0.960627,0.514603,363000000,20699
Group 1,363000000,0.937762,0.544653,363300000,20812
Group 1,363300000,0.890132,0.537643,363600000,20836
Group 1,363600000,0.893157,0.5246,363900000,22339
Group 1,363900000,0.915466,0.54691,364200000,19960
Group 1,364200000,0.939085,0.533537,364500000,19975
Group 1,364500000,0.946584,0.513443,364800000,16860
Group 1,364800000,0.905259,0.537927,365100000,20333
Group 1,365100000,0.892268,0.510877,365400000,20240
Group 1,365400000,0.874514,0.50274,365700000,16316
Group 1,365700000,0.894076,0.522933,366000000,22180
Group 1,366000000,0.909412,0.5458,366300000,21384
Group 1,366300000,0.934294,0.510573,366600000,21895
Group 1,366600000,0.93555,0.548787,366900000,20858
Group 1,366900000,0.898799,0.547343,367200000,21125
Group 1,367200000,0.835561,0.520617,367500000,19461
Group 1,367500000,0.916137,0.543617,367800000,21456
Group 1,367800000,0.887265,0.5341,368100000,21170
Group 1,368100000,0.86404,0.548703,368400000,20276
Group 1,368400000,0.914416,0.537797,368700000,21785
Group 1,368700000,0.849416,0.516927,369000000,22016
Group 1,369000000,0.873058,0.50788,369300000,19106
Group 1,369300000,0.907187,0.50606,369600000,29637
Group 1,369600000,0.897805,0.516893,369900000,20471
Group 1,369900000,0.943011,0.48756,370200000,19519
Group 1,370200000,0.739537,0.58508,370500000,12728
Group 1,370500000,0.79725,0.596283,370800000,14020
Group 1,370800000,0.842967,0.564677,371100000,16462
Group 1,371100000,0.913421,0.538327,371400000,20863
Group 1,371400000,0.914897,0.552177,371700000,21125
Group 1,371700000,0.901365,0.541837,372000000,22380
Group 1,372000000,0.893824,0.507977,372300000,20367
Group 1,372300000,0.822109,0.507023,372600000,20518
Group 1,372600000,0.950257,0.5194,372900000,21201
Group 1,372900000,0.941874,0.54582,373200000,18507
Group 1,373200000,0.906264,0.551623,373500000,18020
Group 1,373500000,0.91527,0.568053,373800000,18665
Group 1,373800000,0.905505,0.54315,374100000,19053
Group 1,374100000,0.925646,0.503667,374400000,15578
Group 1,374400000,0.913841,0.530423,374700000,21219
Group 1,374700000,0.8872,0.542517,375000000,20550
Group 1,375000000,0.863759,0.552793,375300000,20797
Group 1,375300000,0.898536,0.53637,375600000,22624
Group 1,375600000,0.855015,0.555173,375900000,19625
Group 1,375900000,0.888389,0.523627,376200000,19855
Group 1,376200000,0.90325,0.533,376500000,17819
Group 1,376500000,0.907268,0.526387,376800000,20647
Group 1,376800000,0.921869,0.529617,377100000,21391
Group 1,377100000,0.935991,0.532093,377400000,21693
Group 1,377400000,0.752414,0.536257,377700000,19055
Group 1,377700000,0.901432,0.51317,378000000,21496
Group 1,378000000,0.92868,0.538453,378300000,19634
Group 1,378300000,0.925948,0.52473,378600000,18570
Group 1,378600000,0.885966,0.544333,378900000,20851
Group 1,378900000,0.946552,0.530497,379200000,13655
Group 1,379200000,0.909475,0.53725,379500000,18917
Group 1,379500000,0.955838,0.515597,379800000,19797
Group 1,379800000,0.911282,0.545533,380100000,20436
Group 1,380100000,0.899555,0.520797,380400000,19866
Group 1,380400000,0.933022,0.532857,380700000,19170
Group 1,380700000,0.930664,0.52554,381000000,21742
Group 1,381000000,0.945104,0.499847,381300000,19835
Group 1,381300000,0.911134,0.54782,381600000,19832
Group 1,381600000,0.877369,0.52642,381900000,20037
Group 1,381900000,0.924377,0.536027,382200000,19248
Group 1,382200000,0.928902,0.53696,382500000,19476
Group 1,382500000,0.841101,0.530957,382800000,21009
Group 1,382800000,0.933522,0.53801,383100000,20272
Group 1,383100000,0.889634,0.524867,383400000,17130
Group 1,383400000,0.904854,0.542927,383700000,15770
Group 1,383700000,0.888143,0.5307,384000000,16188
Group 1,384000000,0.913121,0.54915,384300000,18826
Group 1,384300000,0.910255,0.534727,384600000,17929
Group 1,384600000,0.909821,0.558083,384900000,19447
Group 1,384900000,0.945865,0.518573,385200000,15658
Group 1,385200000,0.938876,0.518467,385500000,17959
Group 1,385500000,0.483419,0.569957,385800000,8447
Group 1,385800000,0.913121,0.529723,386100000,16761
Group 1,386100000,0.925811,0.53797,386400000,19497
Group 1,386400000,0.90894,0.509787,386700000,19800
Group 1,386700000,0.934507,0.54999,387000000,20257
Group 1,387000000,0.94868,0.541933,387300000,19894
Group 1,387300000,0.940311,0.52882,387600000,19783
Group 1,387600000,0.901007,0.551497,387900000,17901
Group 1,387900000,0.954169,0.539043,388200000,22288
Group 1,388200000,0.892772,0.53214,388500000,19800
Group 1,388500000,0.927688,0.550893,388800000,20905
Group 1,388800000,0.936832,0.532507,389100000,19889
Group 1,389100000,0.910586,0.5213,389400000,18202
Group 1,389400000,0.837177,0.53956,389700000,20516
Group 1,389700000,0.931275,0.526247,390000000,20863
Group 1,390000000,0.856971,0.529063,390300000,17813
Group 1,390300000,0.909579,0.539817,390600000,20080
Group 1,390600000,0.934318,0.521243,390900000,21063
Group 1,390900000,0.927011,0.54714,391200000,19325
Group 1,391200000,0.933641,0.52456,391500000,22268
Group 1,391500000,0.913577,0.536607,391800000,19702
Group 1,391800000,0.929136,0.531553,392100000,18970
Group 1,392100000,0.896904,0.523407,392400000,19423
Group 1,392400000,0.939495,0.550533,392700000,19475
Group 1,392700000,0.933763,0.524413,393000000,20568
Group 1,393000000,0.893065,0.5279,393300000,21197
Group 1,393300000,0.917991,0.501917,393600000,20419
Group 1,393600000,0.872733,0.520103,393900000,21965
Group 1,393900000,0.861154,0.537283,394200000,20806
Group 1,394200000,0.913256,0.54827,394500000,20318
Group 1,394500000,0.91612,0.537797,394800000,19053
Group 1,394800000,0.852991,0.52922,395100000,20255
Group 1,395100000,0.931571,0.52084,395400000,18810
Group 1,395400000,0.869749,0.544133,395700000,18769
Group 1,395700000,0.904439,0.538813,396000000,18961
Group 1,396000000,0.86103,0.52466,396300000,18251
Group 1,396300000,0.940981,0.52261,396600000,19656
Group 1,396600000,0.918524,0.523733,396900000,20184
Group 1,396900000,0.891793,0.541493,397200000,21521
Group 1,397200000,0.866419,0.538723,397500000,19379
Group 1,397500000,0.869509,0.549403,397800000,21651
Group 1,397800000,0.897254,0.53971,398100000,21307
Group 1,398100000,0.891266,0.5098,398400000,22091
Group 1,398400000,0.879879,0.52125,398700000,21883
Group 1,398700000,0.896132,0.547553,399000000,21572
Group 1,399000000,0.914316,0.542607,399300000,19707
Group 1,399300000,0.896678,0.514773,399600000,20243
Group 1,399600000,0.89102,0.551487,399900000,19719
Group 1,399900000,0.9275,0.520003,400200000,20017
Group 1,400200000,0.914749,0.520373,400500000,20473
Group 1,400500000,0.873851,0.517587,400800000,22659
Group 1,400800000,0.900478,0.51857,401100000,20416
Group 1,401100000,0.912915,0.536913,401400000,13511
Group 1,401400000,0.832545,0.530097,401700000,5011
Group 1,401700000,0.879544,0.521267,402000000,8596
Group 1,402000000,0.880816,0.531573,402300000,23311
Group 1,402300000,0.927337,0.51222,402600000,8383
Group 1,402600000,0.934801,0.508763,402900000,7254
Group 1,402900000,0.797425,0.602433,403200000,7797
Group 1,403200000,0.793368,0.57564,403500000,5587
Group 1,403500000,0.955463,0.529227,403800000,12391
Group 1,403800000,0.762447,0.543527,404100000,3361
Group 1,404100000,0.642923,0.53314,404400000,2308
Group 1,404400000,0.69596,0.52963,404700000,2664
Group 1,404700000,0.822505,0.539573,405000000,15009
Group 1,405000000,0.905555,0.526477,405300000,18996
Group 1,405300000,0.741637,0.537353,405600000,47784
Group 1,405600000,0.873087,0.539893,405900000,23062
Group 1,405900000,0.890425,0.531883,406200000,19089
Group 1,406200000,0.887865,0.545553,406500000,20076
Group 1,406500000,0.94718,0.518347,406800000,16486
Group 1,406800000,0.86123,0.54233,407100000,21320
Group 1,407100000,0.905603,0.52311,407400000,18899
Group 1,407400000,0.842387,0.534037,407700000,20481
Group 1,407700000,0.915015,0.53548,408000000,21309
Group 1,408000000,0.965668,0.53013,408300000,17943
Group 1,408300000,0.893497,0.53887,408600000,15457
Group 1,408600000,0.903526,0.526603,408900000,12958
Group 1,408900000,0.867408,0.539557,409200000,17747
Group 1,409200000,0.92639,0.54085,409500000,16109
Group 1,409500000,0.913957,0.536693,409800000,10888
Group 1,409800000,0.898582,0.542433,410100000,14713
Group 1,410100000,0.835485,0.528773,410400000,21162
Group 1,410400000,0.899731,0.553567,410700000,19224
Group 1,410700000,0.882473,0.528413,411000000,18719
Group 1,411000000,0.906844,0.5461,411300000,19963
Group 1,411300000,0.896776,0.536667,411600000,18910
Group 1,411600000,0.952054,0.534907,411900000,19460
Group 1,411900000,0.883478,0.53788,412200000,22332
Group 1,412200000,0.918964,0.532557,412500000,18178
Group 1,412500000,0.900615,0.51507,412800000,19646
Group 1,412800000,0.917879,0.529957,413100000,20757
Group 1,413100000,0.91438,0.533913,413400000,20283
Group 1,413400000,0.838823,0.547313,413700000,19866
Group 1,413700000,0.853497,0.53859,414000000,19798
Group 1,414000000,0.94799,0.52104,414300000,21234
Group 1,414300000,0.898686,0.537393,414600000,21659
Group 1,414600000,0.855028,0.537583,414900000,23098
Group 1,414900000,0.868787,0.530453,415200000,21026
Group 1,415200000,0.854839,0.53441,415500000,20744
Group 1,415500000,0.885099,0.527443,415800000,22011
Group 1,415800000,0.911,0.53604,416100000,20824
Group 1,416100000,0.887434,0.541377,416400000,20804
Group 1,416400000,0.892554,0.531653,416700000,20790
Group 1,416700000,0.884268,0.53559,417000000,20629
Group 1,417000000,0.892889,0.537577,417300000,18152
Group 1,417300000,0.930791,0.534237,417600000,20315
Group 1,417600000,0.916409,0.531323,417900000,20773
Group 1,417900000,0.895802,0.524833,418200000,20535
Group 1,418200000,0.883643,0.535093,418500000,21110
Group 1,418500000,0.883598,0.53441,418800000,11592
Group 1,418800000,0.875607,0.536387,419100000,11532
Group 1,419100000,0.876466,0.541557,419400000,14153
Group 1,419400000,0.914096,0.546023,419700000,10599
Group 1,419700000,0.888395,0.53152,420000000,10824
Group 1,420000000,0.87189,0.534073,420300000,5436
Group 1,420300000,0.905029,0.547533,420600000,13849
Group 1,420600000,0.924702,0.528493,420900000,8162
Group 1,420900000,0.815035,0.52295,421200000,22668
Group 1,421200000,0.876713,0.547237,421500000,21142
Group 1,421500000,0.794289,0.555437,421800000,18089
Group 1,421800000,0.752662,0.55806,422100000,23188
Group 1,422100000,0.890009,0.540663,422400000,17851
Group 1,422400000,0.884388,0.542107,422700000,20159
Group 1,422700000,0.945212,0.527357,423000000,16318
Group 1,423000000,0.905301,0.524663,423300000,15844
Group 1,423300000,0.86857,0.538947,423600000,20325
Group 1,423600000,0.910352,0.54122,423900000,19232
Group 1,423900000,0.873799,0.554013,424200000,16652
Group 1,424200000,0.917496,0.543787,424500000,26239
Group 1,424500000,0.793525,0.5372,424800000,22720
Group 1,424800000,0.905085,0.547953,425100000,20870
Group 1,425100000,0.871254,0.538733,425400000,9961
Group 1,425400000,0.8899,0.545427,425700000,11318
Group 1,425700000,0.944819,0.5432,426000000,13554
Group 1,426000000,0.865909,0.525257,426300000,14883
Group 1,426300000,0.902091,0.535103,426600000,7759
Group 1,426600000,0.912096,0.544673,426900000,15727
Group 1,426900000,0.80528,0.540623,427200000,17824
Group 1,427200000,0.89403,0.542127,427500000,19078
Group 1,427500000,0.857764,0.530897,427800000,11793
Group 1,427800000,0.899996,0.54842,428100000,14334
Group 1,428100000,0.907026,0.526443,428400000,22362
Group 1,428400000,0.87715,0.553387,428700000,19247
Group 1,428700000,0.917012,0.520227,429000000,17823
Group 1,429000000,0.832732,0.532013,429300000,20508
Group 1,429300000,0.903024,0.544173,429600000,16452
Group 1,429600000,0.861182,0.551977,429900000,15210
Group 1,429900000,0.90527,0.5465,430200000,21492
Group 1,430200000,0.939301,0.54751,430500000,17456
Group 1,430500000,0.915163,0.54139,430800000,17666
Group 1,430800000,0.92063,0.536697,431100000,20611
Group 1,431100000,0.774703,0.582573,431400000,18488
Group 1,431400000,0.656447,0.598813,431700000,25002
Group 1,431700000,0.919315,0.537943,432000000,28175
Group 1,432000000,0.910139,0.549963,432300000,22626
Group 1,432300000,0.925434,0.533553,432600000,21418
Group 1,432600000,0.895102,0.537957,432900000,20453
Group 1,432900000,0.906755,0.541313,433200000,20061
Group 1,433200000,0.888628,0.536813,433500000,21268
Group 1,433500000,0.886848,0.527913,433800000,20856
Group 1,433800000,0.89746,0.54111,434100000,21304
Group 1,434100000,0.916927,0.536227,434400000,20105
Group 1,434400000,0.903415,0.54957,434700000,22128
Group 1,434700000,0.895928,0.5449,435000000,20037
Group 1,435000000,0.891985,0.537743,435300000,22167
Group 1,435300000,0.88776,0.53749,435600000,21963
Group 1,435600000,0.910546,0.531353,435900000,21391
Group 1,435900000,0.90617,0.522573,436200000,20578
Group 1,436200000,0.842648,0.533567,436500000,20065
Group 1,436500000,0.815527,0.53754,436800000,12615
Group 1,436800000,0.910816,0.518963,437100000,4314
Group 1,437100000,0.915102,0.532617,437400000,12451
Group 1,437400000,0.920265,0.5309,437700000,16758
Group 1,437700000,0.910058,0.558557,438000000,21136
Group 1,438000000,0.904699,0.543243,438300000,21768
Group 1,438300000,0.928819,0.548933,438600000,19067
Group 1,438600000,0.902807,0.558697,438900000,18914
Group 1,438900000,0.922474,0.521063,439200000,17926
Group 1,439200000,0.920482,0.535197,439500000,20663
Group 1,439500000,0.893746,0.539387,439800000,20937
Group 1,439800000,0.907062,0.54178,440100000,19079
Group 1,440100000,0.877281,0.541633,440400000,21991
Group 1,440400000,0.903328,0.53597,440700000,24871
Group 1,440700000,0.916616,0.545013,441000000,17738
Group 1,441000000,0.901902,0.511417,441300000,15778
Group 1,441300000,0.897586,0.528743,441600000,16034
Group 1,441600000,0.887942,0.501637,441900000,16743
Group 1,441900000,0.899069,0.516483,442200000,19988
Group 1,442200000,0.86329,0.52791,442500000,18887
Group 1,442500000,0.892303,0.53268,442800000,17704
Group 1,442800000,0.876302,0.546563,443100000,18795
Group 1,443100000,0.926335,0.54182,443400000,17846
Group 1,443400000,0.937465,0.51781,443700000,18274
Group 1,443700000,0.923176,0.53978,444000000,20479
Group 1,444000000,0.900333,0.524223,444300000,22171
Group 1,444300000,0.883009,0.544703,444600000,22213
Group 1,444600000,0.863124,0.5419,444900000,12225
Group 1,444900000,0.91806,0.541367,445200000,18046
Group 1,445200000,0.873279,0.534247,445500000,20757
Group 1,445500000,0.761145,0.574487,445800000,22603
Group 1,445800000,0.900955,0.540093,446100000,22369
Group 1,446100000,0.869996,0.540493,446400000,22309
Group 1,446400000,0.897276,0.526383,446700000,23299
Group 1,446700000,0.944486,0.545273,447000000,15739
Group 1,447000000,0.800575,0.5297,447300000,5223
Group 1,447300000,0.898999,0.5476,447600000,10710
Group 1,447600000,0.893501,0.532807,447900000,16567
Group 1,447900000,0.874159,0.5426,448200000,20270
Group 1,448200000,0.868628,0.522673,448500000,8906
Group 1,448500000,0.898355,0.54211,448800000,8192
Group 1,448800000,0.888023,0.5442,449100000,13345
Group 1,449100000,0.856993,0.556707,449400000,9385
Group 1,449400000,0.942876,0.53436,449700000,19217
Group 1,449700000,0.879459,0.530887,450000000,20326
Group 1,450000000,0.840133,0.55953,450300000,11215
Group 1,450300000,0.886343,0.545213,450600000,18774
Group 1,450600000,0.947135,0.549003,450900000,18855
Group 1,450900000,0.907277,0.538483,451200000,19877
Group 1,451200000,0.889343,0.5431,451500000,18502
Group 1,451500000,0.893432,0.541707,451800000,14244
Group 1,451800000,0.83549,0.552517,452100000,17265
Group 1,452100000,0.957224,0.54744,452400000,17594
Group 1,452400000,0.882283,0.547143,452700000,20110
Group 1,452700000,0.851579,0.535963,453000000,20101
Group 1,453000000,0.766368,0.547367,453300000,18680
Group 1,453300000,0.895451,0.533457,453600000,25318
Group 1,453600000,0.892451,0.532133,453900000,20890
Group 1,453900000,0.908145,0.542377,454200000,21995
Group 1,454200000,0.905921,0.542913,454500000,20190
Group 1,454500000,0.853063,0.524533,454800000,22032
Group 1,454800000,0.846164,0.52459,455100000,22277
Group 1,455100000,0.915365,0.555783,455400000,19984
Group 1,455400000,0.949227,0.548153,455700000,12510
Group 1,455700000,0.926108,0.545637,456000000,11921
Group 1,456000000,0.930368,0.540343,456300000,17344
Group 1,456300000,0.905277,0.52286,456600000,23556
Group 1,456600000,0.931583,0.55559,456900000,27893
Group 1,456900000,0.835359,0.529293,457200000,23714
Group 1,457200000,0.828061,0.54066,457500000,24139
Group 1,457500000,0.911791,0.541163,457800000,21682
Group 1,457800000,0.841495,0.533733,458100000,19838
Group 1,458100000,0.882455,0.53296,458400000,23010
Group 1,458400000,0.881996,0.529707,458700000,11812
Group 1,458700000,0.853964,0.54619,459000000,19012
Group 1,459000000,0.77833,0.54246,459300000,11109
Group 1,459300000,0.933203,0.526163,459600000,20366
Group 1,459600000,0.857414,0.541657,459900000,18923
Group 1,459900000,0.858312,0.54861,460200000,19869
Group 1,460200000,0.849671,0.543577,460500000,19513
Group 1,460500000,0.86749,0.537933,460800000,17327
Group 1,460800000,0.930162,0.540503,461100000,19178
Group 1,461100000,0.920342,0.53348,461400000,14308
Group 1,461400000,0.923915,0.544977,461700000,17220
Group 1,461700000,0.897166,0.531403,462000000,8275
Group 1,462000000,0.858685,0.532543,462300000,18768
Group 1,462300000,0.928679,0.542163,462600000,20577
Group 1,462600000,0.895801,0.537867,462900000,21552
Group 1,462900000,0.888083,0.5227,463200000,14978
Group 1,463200000,0.91591,0.522483,463500000,13470
Group 1,463500000,0.848833,0.53533,463800000,23027
Group 1,463800000,0.827091,0.533007,464100000,21198
Group 1,464100000,0.921134,0.536617,464400000,21722
Group 1,464400000,0.772904,0.563413,464700000,22051
Group 1,464700000,0.894818,0.554693,465000000,22444
Group 1,465000000,0.914302,0.532797,465300000,20857
Group 1,465300000,0.833578,0.547763,465600000,16894
Group 1,465600000,0.901293,0.544927,465900000,20121
Group 1,465900000,0.872665,0.541847,466200000,21589
Group 1,466200000,0.799947,0.4867,466500000,21530
Group 1,466500000,0.922266,0.527683,466800000,22492
Group 1,466800000,0.899972,0.535817,467100000,22549
Group 1,467100000,0.914649,0.542483,467400000,17536
Group 1,467400000,0.908703,0.54596,467700000,18488
Group 1,467700000,0.92745,0.535587,468000000,14635
Group 1,468000000,0.885039,0.567593,468300000,12739
Group 1,468300000,0.886648,0.54231,468600000,17400
Group 1,468600000,0.920108,0.53037,468900000,22255
Group 1,468900000,0.937902,0.548203,469200000,24558
Group 1,469200000,0.893441,0.525837,469500000,13779
Group 1,469500000,0.876015,0.52984,469800000,18388
Group 1,469800000,0.929514,0.509153,470100000,19906
Group 1,470100000,0.91073,0.54496,470400000,19897
Group 1,470400000,0.914,0.54526,470700000,19061
Group 1,470700000,0.916968,0.532,471000000,24715
Group 1,471000000,0.839993,0.5557,471300000,17476
Group 1,471300000,0.885672,0.530487,471600000,23710
Group 1,471600000,0.893895,0.520517,471900000,21209
Group 1,471900000,0.850619,0.535343,472200000,24377
Group 1,472200000,0.922267,0.54318,472500000,22434
Group 1,472500000,0.908757,0.522977,472800000,20415
Group 1,472800000,0.847602,0.542503,473100000,20889
Group 1,473100000,0.906333,0.53804,473400000,47943
Group 1,473400000,0.843573,0.544533,473700000,23144
Group 1,473700000,0.877053,0.546673,474000000,21325
Group 1,474000000,0.911383,0.54024,474300000,16198
Group 1,474300000,0.898982,0.54364,474600000,20240
Group 1,474600000,0.895564,0.54691,474900000,18873
Group 1,474900000,0.90285,0.54097,475200000,20786
Group 1,475200000,0.866714,0.545143,475500000,25505
Group 1,475500000,0.86242,0.535927,475800000,16917
Group 1,475800000,0.866508,0.535963,476100000,21423
Group 1,476100000,0.618799,0.54623,476400000,10924
Group 1,476400000,0.866028,0.53303,476700000,14507
Group 1,476700000,0.908898,0.54467,477000000,24314
Group 1,477000000,0.89198,0.52765,477300000,24768
Group 1,477300000,0.927246,0.54675,477600000,21293
Group 1,477600000,0.919156,0.548973,477900000,21016
Group 1,477900000,0.929634,0.532727,478200000,19476
Group 1,478200000,0.925349,0.530143,478500000,22923
Group 1,478500000,0.922398,0.54779,478800000,18844
Group 1,478800000,0.924886,0.53666,479100000,10375
Group 1,479100000,0.887337,0.537387,479400000,21190
Group 1,479400000,0.922879,0.535057,479700000,19022
Group 1,479700000,0.894162,0.537837,480000000,15226
Group 1,480000000,0.9438,0.53076,480300000,21001
Group 1,480300000,0.90092,0.538323,480600000,20781
Group 1,480600000,0.903836,0.517023,480900000,21545
Group 1,480900000,0.842447,0.546263,481200000,22022
Group 1,481200000,0.859717,0.553657,481500000,23034
Group 1,481500000,0.92477,0.5425,481800000,17463
Group 1,481800000,0.910342,0.50614,482100000,21722
Group 1,482100000,0.89991,0.533073,482400000,19417
Group 1,482400000,0.858672,0.544163,482700000,13911
Group 1,482700000,0.816012,0.540903,483000000,22898
Group 1,483000000,0.882808,0.532597,483300000,20786
Group 1,483300000,0.863398,0.531473,483600000,14550
Group 1,483600000,0.91776,0.54312,483900000,16461
Group 1,483900000,0.920541,0.551707,484200000,12881
Group 1,484200000,0.894687,0.533203,484500000,13015
Group 1,484500000,0.94568,0.55981,484800000,21512
Group 1,484800000,0.881499,0.54344,485100000,19206
Group 1,485100000,0.886485,0.53021,485400000,17032
Group 1,485400000,0.926777,0.552313,485700000,18330
Group 1,485700000,0.923502,0.542367,486000000,18502
Group 1,486000000,0.849081,0.564843,486300000,175091
Group 1,486300000,0.919578,0.53822,486600000,21702
Group 1,486600000,0.954326,0.542077,486900000,19400
Group 1,486900000,0.886091,0.539307,487200000,18335
Group 1,487200000,0.922052,0.539033,487500000,16370
Group 1,487500000,0.897314,0.53673,487800000,25105
Group 1,487800000,0.90541,0.521983,488100000,22099
Group 1,488100000,0.943418,0.526037,488400000,21589
Group 1,488400000,0.858626,0.535857,488700000,52607
Group 1,488700000,0.88005,0.539637,489000000,17078
Group 1,489000000,0.872734,0.53581,489300000,19418
Group 1,489300000,0.919611,0.54768,489600000,17763
Group 1,489600000,0.866942,0.540923,489900000,19075
Group 1,489900000,0.893835,0.538087,490200000,16252
Group 1,490200000,0.941217,0.53519,490500000,17816
Group 1,490500000,0.890526,0.528827,490800000,17999
Group 1,490800000,0.921414,0.552837,491100000,11218
Group 1,491100000,0.926912,0.54493,491400000,17830
Group 1,491400000,0.88371,0.538673,491700000,15741
Group 1,491700000,0.868468,0.525363,492000000,19798
Group 1,492000000,0.896874,0.54083,492300000,18018
Group 1,492300000,0.910735,0.544127,492600000,18397
Group 1,492600000,0.90335,0.524197,492900000,14780
Group 1,492900000,0.928654,0.548507,493200000,14998
Group 1,493200000,0.923099,0.543037,493500000,19904
Group 1,493500000,0.912823,0.525037,493800000,20316
Group 1,493800000,0.939685,0.528857,494100000,15799
Group 1,494100000,0.892905,0.55974,494400000,13119
Group 1,494400000,0.855923,0.531943,494700000,13344
Group 1,494700000,0.881106,0.538267,495000000,15577
Group 1,495000000,0.914475,0.528153,495300000,10220
Group 1,495300000,0.8852,0.55169,495600000,18815
Group 1,495600000,0.896096,0.53851,495900000,11759
Group 1,495900000,0.933323,0.539827,496200000,18390
Group 1,496200000,0.904605,0.538397,496500000,20978
Group 1,496500000,0.870275,0.547663,496800000,17959
Group 1,496800000,0.832347,0.53295,497100000,23166
Group 1,497100000,0.855869,0.55042,497400000,21663
Group 1,497400000,0.924393,0.546487,497700000,21905
Group 1,497700000,0.901829,0.543343,498000000,18860
Group 1,498000000,0.834195,0.54625,498300000,17621
Group 1,498300000,0.922829,0.563483,498600000,18313
Group 1,498600000,0.833914,0.540163,498900000,10313
Group 1,498900000,0.897589,0.547907,499200000,11915
Group 1,499200000,0.889795,0.537493,499500000,16113
Group 1,499500000,0.931557,0.561307,499800000,14821
Group 1,499800000,0.887309,0.54445,500100000,18276
Group 1,500100000,0.899891,0.53835,500400000,15588
Group 1,500400000,0.897604,0.52823,500700000,19499
Group 1,500700000,0.947032,0.53753,501000000,19005
Group 1,501000000,0.900701,0.528323,501300000,15945
Group 1,501300000,0.911377,0.549803,501600000,21511
Group 1,501600000,0.572765,0.554623,501900000,20617
Group 1,501900000,0.792635,0.551637,502200000,48055
Group 1,502200000,0.910497,0.545443,502500000,27431
Group 1,502500000,0.939554,0.54665,502800000,20015
Group 1,502800000,0.945956,0.53808,503100000,20795
Group 1,503100000,0.917656,0.54678,503400000,21119
Group 1,503400000,0.848922,0.55099,503700000,22701
Group 1,503700000,0.897432,0.556023,504000000,17670
Group 1,504000000,0.814019,0.53399,504300000,13329
Group 1,504300000,0.754189,0.532177,504600000,7714
Group 1,504600000,0.905059,0.551433,504900000,18752
Group 1,504900000,0.930758,0.551923,505200000,23624
Group 1,505200000,0.924554,0.547417,505500000,20434
Group 1,505500000,0.802539,0.544177,505800000,16299
Group 1,505800000,0.933493,0.535847,506100000,21150
Group 1,506100000,0.909305,0.56732,506400000,20679
Group 1,506400000,0.916565,0.547007,506700000,13823
Group 1,506700000,0.81237,0.542647,507000000,12502
Group 1,507000000,0.88808,0.546923,507300000,18044
Group 2,0,0.852284,0.549353,300000,69533
Group 2,300000,0.839338,0.544483,600000,17790
Group 2,600000,0.865467,0.531307,900000,5670
Group 2,900000,0.825332,0.58374,1200000,16135
Group 2,1200000,0.820557,0.548737,1500000,12612
Group 2,1500000,0.808949,0.498957,1800000,21749
Group 2,1800000,0.95284,0.52759,2100000,19898
Group 2,2100000,0.90814,0.544813,2400000,15391
Group 2,2400000,0.860583,0.531907,2700000,23646
Group 2,2700000,0.908782,0.54342,3000000,21087
Group 2,3000000,0.888838,0.54801,3300000,16958
Group 2,3300000,0.906077,0.553097,3600000,16796
Group 2,3600000,0.950256,0.54775,3900000,22017
Group 2,3900000,0.867654,0.54614,4200000,20750
Group 2,4200000,0.888943,0.554607,4500000,16481
Group 2,4500000,0.937039,0.563137,4800000,8088
Group 2,4800000,0.949926,0.555297,5100000,10869
Group 2,5100000,0.516086,0.542313,5400000,3823
Group 2,5400000,0.817396,0.562317,5700000,14661
Group 2,5700000,0.864239,0.54402,6000000,17985
Group 2,6000000,0.917802,0.53578,6300000,13946
Group 2,6300000,0.953507,0.55034,6600000,19728
Group 2,6600000,0.841989,0.5613,6900000,16558
Group 2,6900000,0.929382,0.553487,7200000,24010
Group 2,7200000,0.906272,0.548333,7500000,20236
Group 2,7500000,0.898784,0.53857,7800000,19821
Group 2,7800000,0.905243,0.548817,8100000,15983
Group 2,8100000,0.979741,0.541907,8400000,20554
Group 2,8400000,0.940569,0.541883,8700000,21013
Group 2,8700000,0.928083,0.566023,9000000,18209
Group 2,9000000,0.885968,0.549083,9300000,13922
Group 2,9300000,0.840174,0.537777,9600000,22023
Group 2,9600000,0.677081,0.545673,9900000,35159
Group 2,9900000,0.688652,0.54142,10200000,29942
Group 2,10200000,0.894294,0.544297,10500000,20405
Group 2,10500000,0.919987,0.533143,10800000,20640
Group 2,10800000,0.915079,0.547317,11100000,20222
Group 2,11100000,0.848413,0.54136,11400000,18002
Group 2,11400000,0.852961,0.558467,11700000,36098
Group 2,11700000,0.608719,0.54242,12000000,7322
Group 2,12000000,0.812042,0.548873,12300000,6880
Group 2,12300000,0.918751,0.548987,12600000,19666
Group 2,12600000,0.914856,0.545957,12900000,8068
Group 2,12900000,0.968594,0.55172,13200000,15789
Group 2,13200000,0.814349,0.557403,13500000,12557
Group 2,13500000,0.911156,0.56016,13800000,12459
Group 2,13800000,0.374648,0.552813,14100000,2419
Group 2,14100000,0.774446,0.55448,14400000,11487
Group 2,14400000,0.880819,0.547677,14700000,7387
Group 2,14700000,0.856479,0.545783,15000000,13430
Group 2,15000000,0.846671,0.565133,15300000,10724
Group 2,15300000,0.865538,0.551913,15600000,16044
